ANO;MÊS;KEY;UF_ORIGEM;PRODUTO;LOCALIZAÇÃO;PRODUÇÃO;REGIÃO NORDESTE;REGIÃO NORTE;REGIÃO SUDESTE;REGIÃO SUL
1997;11;1997-11;BA;PETRÓLEO;MAR;10268;1.0;0.0;0.0;0.0
1997;12;1997-12;BA;PETRÓLEO;MAR;11916;1.0;0.0;0.0;0.0
1997;1;1997-1;CE;PETRÓLEO;MAR;54438;1.0;0.0;0.0;0.0
1997;2;1997-2;CE;PETRÓLEO;MAR;58103;1.0;0.0;0.0;0.0
1997;3;1997-3;CE;PETRÓLEO;MAR;61410;1.0;0.0;0.0;0.0
1997;4;1997-4;CE;PETRÓLEO;MAR;57205;1.0;0.0;0.0;0.0
1997;5;1997-5;CE;PETRÓLEO;MAR;52740;1.0;0.0;0.0;0.0
1997;6;1997-6;CE;PETRÓLEO;MAR;57538;1.0;0.0;0.0;0.0
1997;7;1997-7;CE;PETRÓLEO;MAR;58040;1.0;0.0;0.0;0.0
1997;8;1997-8;CE;PETRÓLEO;MAR;59003;1.0;0.0;0.0;0.0
1997;9;1997-9;CE;PETRÓLEO;MAR;59425;1.0;0.0;0.0;0.0
1997;10;1997-10;CE;PETRÓLEO;MAR;63802;1.0;0.0;0.0;0.0
1997;11;1997-11;CE;PETRÓLEO;MAR;57530;1.0;0.0;0.0;0.0
1997;12;1997-12;CE;PETRÓLEO;MAR;57764;1.0;0.0;0.0;0.0
1997;1;1997-1;MA;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;2;1997-2;MA;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;3;1997-3;MA;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;4;1997-4;MA;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;5;1997-5;MA;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;6;1997-6;MA;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;7;1997-7;MA;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;8;1997-8;MA;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;9;1997-9;MA;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;10;1997-10;MA;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;11;1997-11;MA;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;12;1997-12;MA;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;1;1997-1;RN;PETRÓLEO;MAR;40113;1.0;0.0;0.0;0.0
1997;2;1997-2;RN;PETRÓLEO;MAR;41298;1.0;0.0;0.0;0.0
1997;3;1997-3;RN;PETRÓLEO;MAR;41626;1.0;0.0;0.0;0.0
1997;4;1997-4;RN;PETRÓLEO;MAR;41083;1.0;0.0;0.0;0.0
1997;5;1997-5;RN;PETRÓLEO;MAR;45618;1.0;0.0;0.0;0.0
1997;6;1997-6;RN;PETRÓLEO;MAR;41179;1.0;0.0;0.0;0.0
1997;7;1997-7;RN;PETRÓLEO;MAR;42946;1.0;0.0;0.0;0.0
1997;8;1997-8;RN;PETRÓLEO;MAR;41563;1.0;0.0;0.0;0.0
1997;9;1997-9;RN;PETRÓLEO;MAR;39533;1.0;0.0;0.0;0.0
1997;10;1997-10;RN;PETRÓLEO;MAR;33320;1.0;0.0;0.0;0.0
1997;11;1997-11;RN;PETRÓLEO;MAR;34805;1.0;0.0;0.0;0.0
1997;12;1997-12;RN;PETRÓLEO;MAR;40037;1.0;0.0;0.0;0.0
1997;1;1997-1;SE;PETRÓLEO;MAR;33256;1.0;0.0;0.0;0.0
1997;2;1997-2;SE;PETRÓLEO;MAR;34587;1.0;0.0;0.0;0.0
1997;3;1997-3;SE;PETRÓLEO;MAR;33395;1.0;0.0;0.0;0.0
1997;4;1997-4;SE;PETRÓLEO;MAR;32075;1.0;0.0;0.0;0.0
1997;5;1997-5;SE;PETRÓLEO;MAR;36052;1.0;0.0;0.0;0.0
1997;6;1997-6;SE;PETRÓLEO;MAR;34855;1.0;0.0;0.0;0.0
1997;7;1997-7;SE;PETRÓLEO;MAR;35978;1.0;0.0;0.0;0.0
1997;8;1997-8;SE;PETRÓLEO;MAR;34270;1.0;0.0;0.0;0.0
1997;9;1997-9;SE;PETRÓLEO;MAR;39655;1.0;0.0;0.0;0.0
1997;10;1997-10;SE;PETRÓLEO;MAR;38630;1.0;0.0;0.0;0.0
1997;11;1997-11;SE;PETRÓLEO;MAR;36395;1.0;0.0;0.0;0.0
1997;12;1997-12;SE;PETRÓLEO;MAR;38719;1.0;0.0;0.0;0.0
1997;1;1997-1;AL;PETRÓLEO;MAR;1234;1.0;0.0;0.0;0.0
1997;2;1997-2;AL;PETRÓLEO;MAR;1009;1.0;0.0;0.0;0.0
1997;3;1997-3;AL;PETRÓLEO;MAR;0;1.0;0.0;0.0;0.0
1997;4;1997-4;AL;PETRÓLEO;MAR;3070;1.0;0.0;0.0;0.0
1997;5;1997-5;AL;PETRÓLEO;MAR;2192;1.0;0.0;0.0;0.0
1997;6;1997-6;AL;PETRÓLEO;MAR;2700;1.0;0.0;0.0;0.0
1997;7;1997-7;AL;PETRÓLEO;MAR;2640;1.0;0.0;0.0;0.0
1997;8;1997-8;AL;PETRÓLEO;MAR;2680;1.0;0.0;0.0;0.0
1997;9;1997-9;AL;PETRÓLEO;MAR;2610;1.0;0.0;0.0;0.0
1997;10;1997-10;AL;PETRÓLEO;MAR;2485;1.0;0.0;0.0;0.0
1997;11;1997-11;AL;PETRÓLEO;MAR;3456;1.0;0.0;0.0;0.0
1997;12;1997-12;AL;PETRÓLEO;MAR;3055;1.0;0.0;0.0;0.0
1997;1;1997-1;SE;PETRÓLEO;TERRA;123453;1.0;0.0;0.0;0.0
1997;2;1997-2;SE;PETRÓLEO;TERRA;124334;1.0;0.0;0.0;0.0
1997;3;1997-3;SE;PETRÓLEO;TERRA;127248;1.0;0.0;0.0;0.0
1997;4;1997-4;SE;PETRÓLEO;TERRA;121150;1.0;0.0;0.0;0.0
1997;5;1997-5;SE;PETRÓLEO;TERRA;123758;1.0;0.0;0.0;0.0
1997;6;1997-6;SE;PETRÓLEO;TERRA;122921;1.0;0.0;0.0;0.0
1997;7;1997-7;SE;PETRÓLEO;TERRA;126212;1.0;0.0;0.0;0.0
1997;8;1997-8;SE;PETRÓLEO;TERRA;126845;1.0;0.0;0.0;0.0
1997;9;1997-9;SE;PETRÓLEO;TERRA;118348;1.0;0.0;0.0;0.0
1997;10;1997-10;SE;PETRÓLEO;TERRA;125735;1.0;0.0;0.0;0.0
1997;11;1997-11;SE;PETRÓLEO;TERRA;124150;1.0;0.0;0.0;0.0
1997;12;1997-12;SE;PETRÓLEO;TERRA;128509;1.0;0.0;0.0;0.0
1997;1;1997-1;AL;PETRÓLEO;TERRA;15457;1.0;0.0;0.0;0.0
1997;2;1997-2;AL;PETRÓLEO;TERRA;16675;1.0;0.0;0.0;0.0
1997;3;1997-3;AL;PETRÓLEO;TERRA;16639;1.0;0.0;0.0;0.0
1997;4;1997-4;AL;PETRÓLEO;TERRA;16038;1.0;0.0;0.0;0.0
1997;5;1997-5;AL;PETRÓLEO;TERRA;18473;1.0;0.0;0.0;0.0
1997;6;1997-6;AL;PETRÓLEO;TERRA;18648;1.0;0.0;0.0;0.0
1997;7;1997-7;AL;PETRÓLEO;TERRA;20853;1.0;0.0;0.0;0.0
1997;8;1997-8;AL;PETRÓLEO;TERRA;22910;1.0;0.0;0.0;0.0
1997;9;1997-9;AL;PETRÓLEO;TERRA;21891;1.0;0.0;0.0;0.0
1997;10;1997-10;AL;PETRÓLEO;TERRA;23448;1.0;0.0;0.0;0.0
1997;11;1997-11;AL;PETRÓLEO;TERRA;20620;1.0;0.0;0.0;0.0
1997;12;1997-12;AL;PETRÓLEO;TERRA;19888;1.0;0.0;0.0;0.0
1997;1;1997-1;RN;PETRÓLEO;TERRA;395223;1.0;0.0;0.0;0.0
1997;2;1997-2;RN;PETRÓLEO;TERRA;388457;1.0;0.0;0.0;0.0
1997;3;1997-3;RN;PETRÓLEO;TERRA;397430;1.0;0.0;0.0;0.0
1997;4;1997-4;RN;PETRÓLEO;TERRA;391698;1.0;0.0;0.0;0.0
1997;5;1997-5;RN;PETRÓLEO;TERRA;377218;1.0;0.0;0.0;0.0
1997;6;1997-6;RN;PETRÓLEO;TERRA;393579;1.0;0.0;0.0;0.0
1997;7;1997-7;RN;PETRÓLEO;TERRA;405379;1.0;0.0;0.0;0.0
1997;8;1997-8;RN;PETRÓLEO;TERRA;405148;1.0;0.0;0.0;0.0
1997;9;1997-9;RN;PETRÓLEO;TERRA;393668;1.0;0.0;0.0;0.0
1997;10;1997-10;RN;PETRÓLEO;TERRA;413071;1.0;0.0;0.0;0.0
1997;11;1997-11;RN;PETRÓLEO;TERRA;397992;1.0;0.0;0.0;0.0
1997;12;1997-12;RN;PETRÓLEO;TERRA;411871;1.0;0.0;0.0;0.0
1997;1;1997-1;RJ;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;2;1997-2;RJ;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;3;1997-3;RJ;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;4;1997-4;RJ;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;5;1997-5;RJ;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;6;1997-6;RJ;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;7;1997-7;RJ;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;8;1997-8;RJ;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;9;1997-9;RJ;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;10;1997-10;RJ;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;11;1997-11;RJ;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;12;1997-12;RJ;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;1;1997-1;ES;PETRÓLEO;TERRA;36567;0.0;0.0;1.0;0.0
1997;2;1997-2;ES;PETRÓLEO;TERRA;37889;0.0;0.0;1.0;0.0
1997;3;1997-3;ES;PETRÓLEO;TERRA;40964;0.0;0.0;1.0;0.0
1997;4;1997-4;ES;PETRÓLEO;TERRA;38294;0.0;0.0;1.0;0.0
1997;5;1997-5;ES;PETRÓLEO;TERRA;35840;0.0;0.0;1.0;0.0
1997;6;1997-6;ES;PETRÓLEO;TERRA;37239;0.0;0.0;1.0;0.0
1997;7;1997-7;ES;PETRÓLEO;TERRA;38021;0.0;0.0;1.0;0.0
1997;8;1997-8;ES;PETRÓLEO;TERRA;37402;0.0;0.0;1.0;0.0
1997;9;1997-9;ES;PETRÓLEO;TERRA;36199;0.0;0.0;1.0;0.0
1997;10;1997-10;ES;PETRÓLEO;TERRA;37606;0.0;0.0;1.0;0.0
1997;11;1997-11;ES;PETRÓLEO;TERRA;36872;0.0;0.0;1.0;0.0
1997;12;1997-12;ES;PETRÓLEO;TERRA;37537;0.0;0.0;1.0;0.0
1997;1;1997-1;BA;PETRÓLEO;TERRA;247780;1.0;0.0;0.0;0.0
1997;2;1997-2;BA;PETRÓLEO;TERRA;241234;1.0;0.0;0.0;0.0
1997;3;1997-3;BA;PETRÓLEO;TERRA;249527;1.0;0.0;0.0;0.0
1997;4;1997-4;BA;PETRÓLEO;TERRA;238530;1.0;0.0;0.0;0.0
1997;5;1997-5;BA;PETRÓLEO;TERRA;241321;1.0;0.0;0.0;0.0
1997;6;1997-6;BA;PETRÓLEO;TERRA;237702;1.0;0.0;0.0;0.0
1997;7;1997-7;BA;PETRÓLEO;TERRA;245029;1.0;0.0;0.0;0.0
1997;8;1997-8;BA;PETRÓLEO;TERRA;249531;1.0;0.0;0.0;0.0
1997;9;1997-9;BA;PETRÓLEO;TERRA;240272;1.0;0.0;0.0;0.0
1997;10;1997-10;BA;PETRÓLEO;TERRA;245094;1.0;0.0;0.0;0.0
1997;11;1997-11;BA;PETRÓLEO;TERRA;237101;1.0;0.0;0.0;0.0
1997;12;1997-12;BA;PETRÓLEO;TERRA;244974;1.0;0.0;0.0;0.0
1997;1;1997-1;AM;PETRÓLEO;TERRA;122200;0.0;1.0;0.0;0.0
1997;2;1997-2;AM;PETRÓLEO;TERRA;124785;0.0;1.0;0.0;0.0
1997;3;1997-3;AM;PETRÓLEO;TERRA;128177;0.0;1.0;0.0;0.0
1997;4;1997-4;AM;PETRÓLEO;TERRA;124968;0.0;1.0;0.0;0.0
1997;5;1997-5;AM;PETRÓLEO;TERRA;115710;0.0;1.0;0.0;0.0
1997;6;1997-6;AM;PETRÓLEO;TERRA;132316;0.0;1.0;0.0;0.0
1997;7;1997-7;AM;PETRÓLEO;TERRA;137417;0.0;1.0;0.0;0.0
1997;8;1997-8;AM;PETRÓLEO;TERRA;131451;0.0;1.0;0.0;0.0
1997;9;1997-9;AM;PETRÓLEO;TERRA;81753;0.0;1.0;0.0;0.0
1997;10;1997-10;AM;PETRÓLEO;TERRA;44839;0.0;1.0;0.0;0.0
1997;11;1997-11;AM;PETRÓLEO;TERRA;63384;0.0;1.0;0.0;0.0
1997;12;1997-12;AM;PETRÓLEO;TERRA;136982;0.0;1.0;0.0;0.0
1997;1;1997-1;SP;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;2;1997-2;SP;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;3;1997-3;SP;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;4;1997-4;SP;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;5;1997-5;SP;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;6;1997-6;SP;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;7;1997-7;SP;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;8;1997-8;SP;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;9;1997-9;SP;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;10;1997-10;SP;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;11;1997-11;SP;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;12;1997-12;SP;PETRÓLEO;TERRA;0;0.0;0.0;1.0;0.0
1997;1;1997-1;MA;PETRÓLEO;TERRA;0;1.0;0.0;0.0;0.0
1997;2;1997-2;MA;PETRÓLEO;TERRA;0;1.0;0.0;0.0;0.0
1997;3;1997-3;MA;PETRÓLEO;TERRA;0;1.0;0.0;0.0;0.0
1997;4;1997-4;MA;PETRÓLEO;TERRA;0;1.0;0.0;0.0;0.0
1997;5;1997-5;MA;PETRÓLEO;TERRA;0;1.0;0.0;0.0;0.0
1997;6;1997-6;MA;PETRÓLEO;TERRA;0;1.0;0.0;0.0;0.0
1997;7;1997-7;MA;PETRÓLEO;TERRA;0;1.0;0.0;0.0;0.0
1997;8;1997-8;MA;PETRÓLEO;TERRA;0;1.0;0.0;0.0;0.0
1997;9;1997-9;MA;PETRÓLEO;TERRA;0;1.0;0.0;0.0;0.0
1997;10;1997-10;MA;PETRÓLEO;TERRA;0;1.0;0.0;0.0;0.0
1997;11;1997-11;MA;PETRÓLEO;TERRA;0;1.0;0.0;0.0;0.0
1997;12;1997-12;MA;PETRÓLEO;TERRA;0;1.0;0.0;0.0;0.0
1997;1;1997-1;CE;PETRÓLEO;TERRA;14568;1.0;0.0;0.0;0.0
1997;2;1997-2;CE;PETRÓLEO;TERRA;15656;1.0;0.0;0.0;0.0
1997;3;1997-3;CE;PETRÓLEO;TERRA;15441;1.0;0.0;0.0;0.0
1997;4;1997-4;CE;PETRÓLEO;TERRA;14366;1.0;0.0;0.0;0.0
1997;5;1997-5;CE;PETRÓLEO;TERRA;15637;1.0;0.0;0.0;0.0
1997;6;1997-6;CE;PETRÓLEO;TERRA;15557;1.0;0.0;0.0;0.0
1997;7;1997-7;CE;PETRÓLEO;TERRA;15075;1.0;0.0;0.0;0.0
1997;8;1997-8;CE;PETRÓLEO;TERRA;15636;1.0;0.0;0.0;0.0
1997;9;1997-9;CE;PETRÓLEO;TERRA;15275;1.0;0.0;0.0;0.0
1997;10;1997-10;CE;PETRÓLEO;TERRA;15409;1.0;0.0;0.0;0.0
1997;11;1997-11;CE;PETRÓLEO;TERRA;14676;1.0;0.0;0.0;0.0
1997;12;1997-12;CE;PETRÓLEO;TERRA;14910;1.0;0.0;0.0;0.0
1997;1;1997-1;PR;PETRÓLEO;TERRA;0;0.0;0.0;0.0;1.0
1997;2;1997-2;PR;PETRÓLEO;TERRA;0;0.0;0.0;0.0;1.0
1997;3;1997-3;PR;PETRÓLEO;TERRA;0;0.0;0.0;0.0;1.0
1997;4;1997-4;PR;PETRÓLEO;TERRA;0;0.0;0.0;0.0;1.0
1997;5;1997-5;PR;PETRÓLEO;TERRA;0;0.0;0.0;0.0;1.0
1997;6;1997-6;PR;PETRÓLEO;TERRA;0;0.0;0.0;0.0;1.0
1997;7;1997-7;PR;PETRÓLEO;TERRA;0;0.0;0.0;0.0;1.0
1997;8;1997-8;PR;PETRÓLEO;TERRA;0;0.0;0.0;0.0;1.0
1997;9;1997-9;PR;PETRÓLEO;TERRA;0;0.0;0.0;0.0;1.0
1997;10;1997-10;PR;PETRÓLEO;TERRA;0;0.0;0.0;0.0;1.0
1997;11;1997-11;PR;PETRÓLEO;TERRA;0;0.0;0.0;0.0;1.0
1997;12;1997-12;PR;PETRÓLEO;TERRA;0;0.0;0.0;0.0;1.0
1998;1;1998-1;SE;PETRÓLEO;MAR;40322;1.0;0.0;0.0;0.0
1998;2;1998-2;SE;PETRÓLEO;MAR;35793;1.0;0.0;0.0;0.0
1998;3;1998-3;SE;PETRÓLEO;MAR;42695;1.0;0.0;0.0;0.0
1998;4;1998-4;SE;PETRÓLEO;MAR;46950;1.0;0.0;0.0;0.0
1998;5;1998-5;SE;PETRÓLEO;MAR;53467;1.0;0.0;0.0;0.0
1998;6;1998-6;SE;PETRÓLEO;MAR;49390;1.0;0.0;0.0;0.0
1998;7;1998-7;SE;PETRÓLEO;MAR;59384;1.0;0.0;0.0;0.0
1998;8;1998-8;SE;PETRÓLEO;MAR;55737;1.0;0.0;0.0;0.0
1998;9;1998-9;SE;PETRÓLEO;MAR;52230;1.0;0.0;0.0;0.0
1998;10;1998-10;SE;PETRÓLEO;MAR;49450;1.0;0.0;0.0;0.0
1998;11;1998-11;SE;PETRÓLEO;MAR;52000;1.0;0.0;0.0;0.0
1998;12;1998-12;SE;PETRÓLEO;MAR;72227;1.0;0.0;0.0;0.0
1998;1;1998-1;BA;PETRÓLEO;MAR;13259;1.0;0.0;0.0;0.0
1998;2;1998-2;BA;PETRÓLEO;MAR;10860;1.0;0.0;0.0;0.0
1998;3;1998-3;BA;PETRÓLEO;MAR;11277;1.0;0.0;0.0;0.0
1998;4;1998-4;BA;PETRÓLEO;MAR;10661;1.0;0.0;0.0;0.0
1998;5;1998-5;BA;PETRÓLEO;MAR;10908;1.0;0.0;0.0;0.0
1998;6;1998-6;BA;PETRÓLEO;MAR;9751;1.0;0.0;0.0;0.0
1998;7;1998-7;BA;PETRÓLEO;MAR;10155;1.0;0.0;0.0;0.0
1998;8;1998-8;BA;PETRÓLEO;MAR;8778;1.0;0.0;0.0;0.0
1998;9;1998-9;BA;PETRÓLEO;MAR;2668;1.0;0.0;0.0;0.0
1998;10;1998-10;BA;PETRÓLEO;MAR;2828;1.0;0.0;0.0;0.0
1998;11;1998-11;BA;PETRÓLEO;MAR;2788;1.0;0.0;0.0;0.0
1998;12;1998-12;BA;PETRÓLEO;MAR;2833;1.0;0.0;0.0;0.0
1998;1;1998-1;AL;PETRÓLEO;MAR;3100;1.0;0.0;0.0;0.0
1998;2;1998-2;AL;PETRÓLEO;MAR;2447;1.0;0.0;0.0;0.0
1998;3;1998-3;AL;PETRÓLEO;MAR;3079;1.0;0.0;0.0;0.0
1998;4;1998-4;AL;PETRÓLEO;MAR;3030;1.0;0.0;0.0;0.0
1998;5;1998-5;AL;PETRÓLEO;MAR;3179;1.0;0.0;0.0;0.0
1998;6;1998-6;AL;PETRÓLEO;MAR;2008;1.0;0.0;0.0;0.0
1998;7;1998-7;AL;PETRÓLEO;MAR;2113;1.0;0.0;0.0;0.0
1998;8;1998-8;AL;PETRÓLEO;MAR;3121;1.0;0.0;0.0;0.0
1998;9;1998-9;AL;PETRÓLEO;MAR;3030;1.0;0.0;0.0;0.0
1998;10;1998-10;AL;PETRÓLEO;MAR;3272;1.0;0.0;0.0;0.0
1998;11;1998-11;AL;PETRÓLEO;MAR;3089;1.0;0.0;0.0;0.0
1998;12;1998-12;AL;PETRÓLEO;MAR;3154;1.0;0.0;0.0;0.0
1998;1;1998-1;RJ;PETRÓLEO;MAR;3139348;0.0;0.0;1.0;0.0
1998;2;1998-2;RJ;PETRÓLEO;MAR;2957705;0.0;0.0;1.0;0.0
1998;3;1998-3;RJ;PETRÓLEO;MAR;3327385;0.0;0.0;1.0;0.0
1998;4;1998-4;RJ;PETRÓLEO;MAR;3161989;0.0;0.0;1.0;0.0
